,ODINO,MFR_NAME,MAKETXT,MODELTXT,YEARTXT,CRASH,FAILDATE,FIRE,INJURED,DEATHS,COMPDESC,CITY,STATE,VIN,DATEA,LDATE,MILES,OCCURENCES,CDESCR,CMPL_TYPE,POLICE_RPT_YN,PURCH_DT,ORIG_OWNER_YN,ANTI_BRAKES_YN,CRUISE_CONT_YN,NUM_CYLS,DRIVE_TRAIN,FUEL_SYS,FUEL_TYPE,TRANS_TYPE,VEH_SPEED,DOT,TIRE_SIZE,LOC_OF_TIRE,TIRE_FAIL_TYPE,ORIG_EQUIP_YN,MANUF_DT,SEAT_TYPE,RESTRAINT_TYPE,PROD_TYPE,REPAIRED_YN,MEDICAL_ATTN,VEHICLES_TOWED_YN,COMPSYS_1,COMPSYS_2,COMPSYS_3,COMPSYS_4,COMPSYS_5,LDATE_month
1786307,11446316,hyundai motor america,hyundai,santa fe,2015-01-01,n,,n,0,0,engine,saint louis,mo,km8sndhf3fu,2022-01-05,2022-01-05,,,the engine completely failed while driving on the highway the check engine light appeared approximately 20 minutes prior to event vehicle was serviced regularly including at a hyundai dealership in july per our independent mechanic the engine seized up the engine is available upon request ,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,v,,n,n,engine,,,,,2022-01
1786312,11446321,hyundai motor america,hyundai,accent,2016-01-01,n,,n,0,0,engine,lake jackson,tx,kmhct4aexgu,2022-01-05,2022-01-05,133348.0,,the contact owns a 2016 hyundai accent the contacts son stated while driving approximately 65 mph the engine started knocking the contact pulled over and refilled the engine with oil and was able to restart the vehicle the contact stated that several unknown warning lights were illuminated the vehicle was towed to a local mechanic where it was diagnosed with needing the engine replaced the manufacturer was not informed of the failure the failure mileage was 133348,evoq,n,,n,n,n,,,,,,65.0,,,,,,,,,v,,n,y,engine,,,,,2022-01
1786346,11446347,hyundai motor america,hyundai,tucson,2019-01-01,n,,n,0,0,engine,louisville,ky,km8j3ca41ku,2022-01-05,2022-01-05,,,while driving down a busy road at 1000 pm on new years eve my vehicles engine completely shut off immediately prior to the shut off the vehicles dash displayed the oil and battery lights the vehicles automatic emergency brake and steering wheel lock were both engaged not allowing me or the tow truck company to move my vehicle out of this busy road my car remained in this location for 3 and a half hours the hazard lights stopped working after the first hour making it extremely difficult to see that the vehicle was stopped after the second hour an officer parked behind my vehicle with their lights flashing as he said it was an extremely dangerous situation and my car was sure to be hit he was able to get a tow truck to me before hyundai for  hours numerous people were forced to brake quicklyswerve into other lane to avoid hitting my car this occurred right before an intersection putting 4 directions of drivers at risk of collision i stood in the rain near my car attempting to help direct drivers away from the lane until the police officer showed up   the vehicle is now at the dealership which confirmed engine failure pending replacement possibly related this vehicle had the catalytic convertor replaced 3 months prior it is not yet confirmed if this contributed to the engine failure ,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,v,,n,n,engine,,,,,2022-01
1786347,11446347,hyundai motor america,hyundai,tucson,2019-01-01,n,,n,0,0,power train,louisville,ky,km8j3ca41ku,2022-01-05,2022-01-05,,,while driving down a busy road at 1000 pm on new years eve my vehicles engine completely shut off immediately prior to the shut off the vehicles dash displayed the oil and battery lights the vehicles automatic emergency brake and steering wheel lock were both engaged not allowing me or the tow truck company to move my vehicle out of this busy road my car remained in this location for 3 and a half hours the hazard lights stopped working after the first hour making it extremely difficult to see that the vehicle was stopped after the second hour an officer parked behind my vehicle with their lights flashing as he said it was an extremely dangerous situation and my car was sure to be hit he was able to get a tow truck to me before hyundai for  hours numerous people were forced to brake quicklyswerve into other lane to avoid hitting my car this occurred right before an intersection putting 4 directions of drivers at risk of collision i stood in the rain near my car attempting to help direct drivers away from the lane until the police officer showed up   the vehicle is now at the dealership which confirmed engine failure pending replacement possibly related this vehicle had the catalytic convertor replaced 3 months prior it is not yet confirmed if this contributed to the engine failure ,ivoq,n,,n,n,n,,,,,,45.0,,,,,,,,,v,,n,n,power train,,,,,2022-01
1786358,11446356,hyundai motor america,hyundai,sonata,2016-01-01,n,,n,0,0,engine,ashland,va,5npe24af3gh,2022-01-05,2022-01-05,,,purchased the 2016 sonata approximately four months ago  was not told that hyundai had a problem with the engine in this year and model  i have now learned that nhtsa is involved in this matter because there have been several engine fires  my car is rapidly burning through motor oil  while it is not smoking there is a light smell of burning oil  reluctantly the dealership is promising to fix it but has yet taken steps to do so  foremost is it safe to continue driving this car  further can the engine be repaired or should it be replaced   a prompt response would be greatly appreciated,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,engine,,,,,2022-01
1786391,11446381,hyundai motor america,hyundai,santa fe,2017-01-01,n,,n,0,0,engine,murrells inlet,sc,km8sm4hf0hu,2022-01-05,2022-01-05,,,on oct 25 2021 my family and i were returning from a day trip i stopped to re-fuel my car and when i got out the engine was making a horrible noise no lights came on nothing indicated any kind of issue i asked my husband and he said it is the engine and told me to turn the car off we pushed the car to a safe space and took an uber home the following day i had the vehicle towed to the local hyundai dealership within a few days i was told the vehicle failed a rod bearing test and that it was being submitted to hyundai for review and hopeful assistance with replacement because the engine was done it was indicated that because i had the larger engine and there were no recalls on that one it wasnt likely hyundai would help but it was worth a shot to try it took several weeks but hyundai finally responded and said they would not assist i was advised by the dealership to file my own claim and argue so i did it took over a month to get a response from hyundai despite multiple calls from me and hyundai basically told me i was on my own so i have a blown engine in a vehicle i owe over 16000 on that only has 103000 miles i have taken appropriate care of the vehicle and it has never run low on oil this is a catastrophic failure with no recourse hyundai does not make the engine any longer gee i wonder why  and a remanufactured engine with a 1 year warranty will cost me between 8000 and 11000 i have been told by every junk yard within a 200 mile radius that the engine i am looking for is hard to find because they are generally purchased as they come in the door because of such a high need for replacement engines ,ivoq,n,,n,n,n,,,,,,0.0,,,,,,,,,v,,n,n,engine,,,,,2022-01
1786403,11446389,hyundai motor america,hyundai,santa fe,2014-01-01,n,,n,0,0,power train,eldersburg,md,5xyzu3la4eg,2022-01-05,2022-01-05,,,while driving on a busy highway on december 26th 2021 the vehicles check engine light suddenly illuminated and began flashing there was a sudden loss of power and unable to accelerate no warning lamps or indications that a catastrophic failure was impending this was an extremely dangerous situation that almost ended in a fatal accident with other drivers having to slow down and go around the car in limp mode   today on january 5th 2022 the dealership informed us that this vehicle is part of a massive lawsuit and settlement due to defective engines in hyundai and kia vehicles that throw rod bearings and even catch fire there is a claim currently pending with hyundai to have this engine replaced there is an estimated 3-4 week turnaround before having the vehicle returned to us were to wait 3-5 business days to determine if hyundai will approve or deny the claim its hard to imagine they will based off of us being the original owners and receipts indicating all required maintenance were also expecting to have hyundai to pay for a rental vehicle since there are no loaners available,ivoq,n,,n,n,n,,,,,,65.0,,,,,,,,,v,,n,n,power train,,,,,2022-01
1786467,11446434,hyundai motor america,hyundai,veloster,2013-01-01,n,,n,0,0,air bags,moreno valley,ca,kmhtc6ae5du,2022-01-06,2022-01-06,,,so there are a few issues that need to fixed with this that just randomly stopped working first the driver side door will not unlock and sometimes it locks with my key fob second my air bag symbol has also popped up and will not go away my horn will not honk and the right side on the steering wheel buttons suddenly stopped working and now my passenger side back door will not open from the inside and out these are things that shouldnt be happening to the car its not even 10 years old since ive had the car please fix these issues which at the dealership charge an arm and a leg to fix these issues we need recalls for these issue to get fixed that hyundai couldnt do when they released these car types ,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,air bags,,,,,2022-01
1786483,11446445,hyundai motor america,hyundai,veloster,2016-01-01,n,,n,0,0,air bags,ashville,oh,kmhtc6ae3gu,2022-01-06,2022-01-06,,,vehicle in service and has none functioning air bag not covered under warranty nor the extended warranty that i purchased   this is a safety and risk issue for myself and others that would drive the vehicle,ivoq,n,,n,n,n,,,,,,,,,,,,,,,v,,n,n,air bags,,,,,2022-01
1786503,11446460,hyundai motor america,hyundai,veracruz,2009-01-01,n,,n,0,0,electrical system:alternator/generator/regulator,masontown,pa,km8nu73c49u,2022-01-06,2022-01-06,135000.0,,the contact owns a 2009 hyundai veracruz the contact stated that while driving at 40-45 mph the abs warning light seatbelt warning light and other unknown warning lights illuminated and the vehicle stalled the contact veered to the side of the road but could not restart the vehicle the vehicle was towed to an independent mechanic who diagnosed that the alternator needed to be replaced the contact stated that the vehicle was repaired however the failure reoccurred while driving the vehicle was towed to the same independent mechanic who replaced the alternator a second time however the failure reoccurred the contact received a recall notification for nhtsa campaign number 20v705000 engine and engine cooling the vehicle was towed to the dealer however the dealer informed the contact that the part for the recall repair was not yet available the contact stated that the vehicle remained at the dealer for four months the contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair the manufacturer was notified of the failure and informed the contact that parts for the recall repair were not yet available a case was opened  the vehicle was not repaired the failure mileage was approximately 135000 parts distribution disconnect,evoq,n,,n,n,n,,,,,,40.0,,,,,,,,,v,,n,y,electrical system,alternator/generator/regulator,,,,2022-01
